Data Source,Model Name,epoch,fid,RMSE,Speckle Index,SNR,PSNR,SSIM,Sharpness
production_uint8_O21CVPL00001_13_01_16,cGAN,test_5,7.534026632322463,13.119146168769685,0.18951516565578913,37.81578998207986,26.20146906712833,0.6637026343879613,187.9524235693045
production_uint8_O21CVPL00001_13_01_16,cGAN,test_9,8.599858021256397,14.07907780658265,0.22815393640188963,37.14810700226046,25.751487187336146,0.6611976199178087,251.87484862474867
production_uint8_O21CVPL00001_13_01_16,cGAN,test_14,8.360215355327655,12.716411683852192,0.15430438636829108,37.688696136216606,26.650475170307487,0.6733535301013257,82.72469226614373
production_uint8_O21CVPL00001_13_01_16,cGAN,test_19,10.652370377257641,15.945460247976417,0.1768112181976218,37.77262136406683,24.12780511242627,0.6459295622301733,86.64037139556538
