Model Name,SSIM,RMSE,Sharpness,Speckle Index,SNR,PSNR
production_O21CVPL00001_13_01_16,0.46656545934624205,34.803717659349815,255.71625744729235,0.1605613653669245,40.12758997442198,17.312837817113447
production_O21CVPL00001_13_01_16_v1,0.3748223747559939,52.80131178051289,353.2226425659448,0.27274231072437805,38.453682099591234,13.702621409162834
production_O21CV00001_13_01_16,0.4082071062075968,47.45149087187256,436.1990748185757,0.24763519366341094,38.38044374980779,14.614180049150946
production_1x,1.0,0.0,1849.0507630221152,0.3603699938588969,22.15300076142413,inf
