Model Name,SSIM,RMSE,Sharpness,Speckle Index,SNR,CNR
production_O21CVPL00001_13_01_16,0.46656545934624205,34.803717659349815,255.71625744729235,0.1605613653669245,101.9143150958624,72.49041957628185
production_O21CVPL00001_13_01_16_v1,0.3748223747559939,52.80131178051289,353.2226425659448,0.27274231072437805,83.8963201395534,70.33430395966951
production_O21CV00001_13_01_16,0.4082071062075968,47.45149087187256,436.1990748185757,0.24763519366341094,83.07787683829508,65.43895884713469
production_1x,1.0,0.0,1849.0507630221152,0.3603699938588969,12.813100211804471,6.473936572289436
