Model Name,RMSE,Speckle Index,SNR,PSNR,SSIM,Sharpness
production_O21CVPL00001_13_01_16,7.953683141175741,0.16149470553084794,40.08895914180723,30.1936848567071,0.7171396444544321,252.64046456524628
production_O21CVPL00001_13_01_16_v1,18.691829422378227,0.27274231072437805,38.453682099591234,22.93985632249889,0.5992852217835976,353.2226425659448
production_O21CVPL_rmNans_v2,9.896159948265076,0.16966010995363712,38.479728105804725,28.301308407110128,0.7127203541430694,271.14916226513196
production_O21CV00001_13_01_16,13.708217785209422,0.24763519366341094,38.38044374980779,25.50967913500589,0.653489488810105,436.1990748185757
production_1x,36.484906103267164,0.3603699938588969,22.15300076142413,16.89316707666542,0.45936952961987565,1849.0507630221152
